coin,buy_price,buy_date,sell_price,sell_date,last_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
MATIC/USDT,0.5322,2024-07-20 00:09:13,0.54,2024-07-21 00:00:01,0.5332,2024-07-20 00:00:00,1.71,1.52,Candles Exceeded,7,2024-07-21 00:00:01
BAL/USDT,2.73,2024-07-20 00:10:28,2.66,2024-07-21 00:00:01,2.732,2024-07-20 00:00:00,-2.6,-2.67,Candles Exceeded,7,2024-07-21 00:00:01
LINA/USDT,0.0063,2024-07-20 00:11:47,0.01,2024-07-21 00:00:01,0.006302,2024-07-20 00:00:00,-1.6,-1.63,Candles Exceeded,7,2024-07-21 00:00:01
IMX/USDT,1.6153,2024-07-20 00:13:34,1.65,2024-07-20 18:25:30,1.6189,2024-07-20 00:00:00,2.27,2.04,Profit Reached,5,2024-07-20 18:25:30
REI/USDT,0.05528,2024-07-20 00:13:57,0.05,2024-07-21 00:00:01,0.05532,2024-07-20 00:00:00,-1.39,-1.46,Candles Exceeded,7,2024-07-21 00:00:01
SUSHI/USDT,0.745,2024-07-20 00:19:09,0.74,2024-07-21 00:00:01,0.747,2024-07-20 00:00:00,0.0,-0.27,Candles Exceeded,7,2024-07-21 00:00:01
ASTR/USDT,0.0814,2024-07-20 00:22:13,0.08,2024-07-21 00:00:01,0.0815,2024-07-20 00:00:00,-0.37,-0.49,Candles Exceeded,7,2024-07-21 00:00:01
RDNT/USDT,0.1035,2024-07-20 00:23:01,0.1,2024-07-21 00:00:01,0.1041,2024-07-20 00:00:00,-0.87,-1.44,Candles Exceeded,7,2024-07-21 00:00:01
NKN/USDT,0.0831,2024-07-20 00:26:33,0.08,2024-07-21 00:00:01,0.0833,2024-07-20 00:00:00,0.0,-0.24,Candles Exceeded,7,2024-07-21 00:00:01
DOT/USDT,6.331,2024-07-20 00:27:25,6.33,2024-07-21 00:00:01,6.338,2024-07-20 00:00:00,0.05,-0.06,Candles Exceeded,7,2024-07-21 00:00:01
FIRO/USDT,1.35,2024-07-20 00:28:22,1.34,2024-07-21 00:00:01,1.353,2024-07-20 00:00:00,-0.74,-0.96,Candles Exceeded,7,2024-07-21 00:00:01
ALPINE/USDT,1.411,2024-07-20 00:30:35,1.37,2024-07-21 00:00:01,1.412,2024-07-20 00:00:00,-3.05,-3.12,Candles Exceeded,7,2024-07-21 00:00:01
PSG/USDT,2.829,2024-07-20 00:44:45,2.81,2024-07-21 00:00:01,2.831,2024-07-20 00:00:00,-0.71,-0.78,Candles Exceeded,7,2024-07-21 00:00:01
EOS/USDT,0.6101,2024-07-20 04:00:49,0.61,2024-07-21 04:00:22,0.6108,2024-07-20 04:00:00,0.03,-0.08,Candles Exceeded,7,2024-07-21 04:00:22
HOT/USDT,0.001825,2024-07-20 04:01:06,0.0,2024-07-20 16:00:28,0.001826,2024-07-20 04:00:00,2.14,2.08,Profit Reached,4,2024-07-20 16:00:28
MKR/USDT,2812.0,2024-07-20 04:02:26,2819.0,2024-07-21 04:00:22,2818.0,2024-07-20 04:00:00,0.25,0.04,Candles Exceeded,7,2024-07-21 04:00:22
MANA/USDT,0.3571,2024-07-20 04:02:29,0.36,2024-07-20 14:44:30,0.3573,2024-07-20 04:00:00,2.07,2.02,Profit Reached,3,2024-07-20 14:44:30
KSM/USDT,22.45,2024-07-20 04:02:45,22.93,2024-07-20 16:12:01,22.47,2024-07-20 04:00:00,2.14,2.05,Profit Reached,4,2024-07-20 16:12:01
MDX/USDT,0.03806,2024-07-20 04:04:07,0.04,2024-07-20 07:15:09,0.03825,2024-07-20 04:00:00,2.86,2.35,Profit Reached,1,2024-07-20 07:15:09
APE/USDT,0.824,2024-07-20 04:05:51,0.84,2024-07-20 17:41:45,0.826,2024-07-20 04:00:00,2.31,2.06,Profit Reached,4,2024-07-20 17:41:45
DENT/USDT,0.000968,2024-07-20 04:09:54,0.0,2024-07-20 17:09:26,0.00097,2024-07-20 04:00:00,2.27,2.06,Profit Reached,4,2024-07-20 17:09:26
CTXC/USDT,0.1655,2024-07-20 04:10:13,0.17,2024-07-20 08:29:09,0.1657,2024-07-20 04:00:00,2.36,2.23,Profit Reached,2,2024-07-20 08:29:09
BLZ/USDT,0.1925,2024-07-20 04:10:49,0.2,2024-07-20 21:47:08,0.1934,2024-07-20 04:00:00,2.55,2.07,Profit Reached,5,2024-07-20 21:47:08
YFI/USDT,5953.0,2024-07-20 05:24:21,5933.0,2024-07-21 04:00:22,5960.0,2024-07-20 04:00:00,-0.34,-0.45,Candles Exceeded,7,2024-07-21 04:00:22
VIDT/USDT,0.02295,2024-07-20 07:45:18,0.02,2024-07-21 04:00:22,0.02311,2024-07-20 04:00:00,-1.35,-2.03,Candles Exceeded,7,2024-07-21 04:00:22
WBETH/USDT,3637.51,2024-07-20 08:03:48,3633.37,2024-07-21 08:00:02,3641.04,2024-07-20 08:00:00,-0.11,-0.21,Candles Exceeded,7,2024-07-21 08:00:02
ETH/USDT,3485.08,2024-07-20 08:05:57,3485.0,2024-07-21 08:00:02,3487.4,2024-07-20 08:00:00,-0.0,-0.07,Candles Exceeded,7,2024-07-21 08:00:02
DODO/USDT,0.1273,2024-07-20 08:08:41,0.13,2024-07-20 13:31:04,0.1274,2024-07-20 08:00:00,2.44,2.35,Profit Reached,2,2024-07-20 13:31:04
LAZIO/USDT,1.529,2024-07-20 08:34:26,1.5,2024-07-21 08:00:02,1.53,2024-07-20 08:00:00,-1.77,-1.83,Candles Exceeded,7,2024-07-21 08:00:02
ACH/USDT,0.02656,2024-07-20 08:35:05,0.03,2024-07-21 08:00:02,0.02667,2024-07-20 08:00:00,-5.5,-5.89,Candles Exceeded,7,2024-07-21 08:00:02
BSW/USDT,0.0653,2024-07-20 08:43:26,0.07,2024-07-21 08:00:02,0.0654,2024-07-20 08:00:00,1.38,1.22,Candles Exceeded,7,2024-07-21 08:00:02
CTXC/USDT,0.167,2024-07-20 10:49:06,0.16,2024-07-21 08:00:02,0.1674,2024-07-20 08:00:00,-2.46,-2.69,Candles Exceeded,7,2024-07-21 08:00:02
LINK/USDT,13.908,2024-07-20 12:01:08,14.21,2024-07-20 16:33:49,13.91,2024-07-20 12:00:00,2.14,2.13,Profit Reached,2,2024-07-20 16:33:49
UTK/USDT,0.05444,2024-07-20 12:02:56,0.06,2024-07-20 15:41:17,0.05458,2024-07-20 12:00:00,2.35,2.09,Profit Reached,1,2024-07-20 15:41:17
TWT/USDT,1.0665,2024-07-20 12:03:29,1.06,2024-07-21 12:00:03,1.0676,2024-07-20 12:00:00,-0.49,-0.59,Candles Exceeded,7,2024-07-21 12:00:03
LIT/USDT,0.791,2024-07-20 12:27:40,0.79,2024-07-21 12:00:03,0.792,2024-07-20 12:00:00,-0.63,-0.76,Candles Exceeded,7,2024-07-21 12:00:03
IDEX/USDT,0.04391,2024-07-20 12:28:52,0.04,2024-07-21 12:00:03,0.04396,2024-07-20 12:00:00,-1.8,-1.91,Candles Exceeded,7,2024-07-21 12:00:03
METIS/USDT,49.3,2024-07-20 12:31:40,50.33,2024-07-20 15:30:29,49.31,2024-07-20 12:00:00,2.09,2.07,Profit Reached,1,2024-07-20 15:30:29
AMB/USDT,0.0068,2024-07-20 12:46:25,0.01,2024-07-21 12:00:03,0.00681,2024-07-20 12:00:00,-0.29,-0.44,Candles Exceeded,7,2024-07-21 12:00:03
MAV/USDT,0.2293,2024-07-20 12:46:51,0.23,2024-07-21 12:00:03,0.2295,2024-07-20 12:00:00,-0.61,-0.7,Candles Exceeded,7,2024-07-21 12:00:03
ILV/USDT,72.87,2024-07-20 13:00:51,74.38,2024-07-20 16:01:25,72.9,2024-07-20 12:00:00,2.07,2.03,Profit Reached,2,2024-07-20 16:01:25
ATOM/USDT,6.457,2024-07-20 13:13:18,6.42,2024-07-21 12:00:03,6.475,2024-07-20 12:00:00,-0.53,-0.8,Candles Exceeded,7,2024-07-21 12:00:03
CTK/USDT,0.6579,2024-07-20 13:15:01,0.67,2024-07-20 16:06:01,0.6585,2024-07-20 12:00:00,2.2,2.11,Profit Reached,2,2024-07-20 16:06:01
BADGER/USDT,3.323,2024-07-20 13:15:28,3.39,2024-07-20 17:45:24,3.325,2024-07-20 12:00:00,2.08,2.02,Profit Reached,2,2024-07-20 17:45:24
KDA/USDT,0.616,2024-07-20 13:17:34,0.65,2024-07-20 16:45:48,0.618,2024-07-20 12:00:00,5.19,4.85,Profit Reached,2,2024-07-20 16:45:48
MDX/USDT,0.03773,2024-07-20 13:55:13,0.03,2024-07-21 12:00:03,0.03778,2024-07-20 12:00:00,-13.07,-13.18,Candles Exceeded,7,2024-07-21 12:00:03
TRU/USDT,0.1359,2024-07-20 16:00:23,0.14,2024-07-20 17:47:13,0.136,2024-07-20 16:00:00,2.13,2.06,Profit Reached,1,2024-07-20 17:47:13
AI/USDT,0.636,2024-07-20 16:04:03,0.61,2024-07-21 16:00:23,0.638,2024-07-20 16:00:00,-4.25,-4.55,Candles Exceeded,7,2024-07-21 16:00:23
BNB/USDT,594.6,2024-07-20 16:05:44,599.1,2024-07-21 16:00:23,595.2,2024-07-20 16:00:00,0.76,0.66,Candles Exceeded,7,2024-07-21 16:00:23
POLYX/USDT,0.282,2024-07-20 16:18:55,0.29,2024-07-21 00:12:50,0.2821,2024-07-20 16:00:00,2.52,2.48,Profit Reached,3,2024-07-21 00:12:50
LINK/USDT,14.078,2024-07-20 16:46:16,14.38,2024-07-21 14:22:17,14.094,2024-07-20 16:00:00,2.12,2.0,Profit Reached,6,2024-07-21 14:22:17
DGB/USDT,0.0083,2024-07-20 16:47:34,0.01,2024-07-21 16:00:23,0.00834,2024-07-20 16:00:00,0.12,-0.36,Candles Exceeded,7,2024-07-21 16:00:23
CTK/USDT,0.6684,2024-07-20 18:33:23,0.68,2024-07-20 23:49:07,0.6699,2024-07-20 16:00:00,2.24,2.02,Profit Reached,2,2024-07-20 23:49:07
DCR/USDT,13.25,2024-07-20 20:02:43,13.08,2024-07-21 20:00:25,13.26,2024-07-20 20:00:00,-1.28,-1.36,Candles Exceeded,7,2024-07-21 20:00:25
OMNI/USDT,13.89,2024-07-20 20:08:18,14.23,2024-07-21 00:25:52,13.9,2024-07-20 20:00:00,2.45,2.37,Profit Reached,2,2024-07-21 00:25:52
WLD/USDT,2.635,2024-07-20 20:15:59,2.47,2024-07-21 20:00:00,2.636,2024-07-20 20:00:00,-6.11,-6.15,Candles Exceeded,7,2024-07-21 20:00:00
XVS/USDT,7.55,2024-07-20 20:29:16,7.53,2024-07-21 20:00:00,7.56,2024-07-20 20:00:00,-0.26,-0.4,Candles Exceeded,7,2024-07-21 20:00:00
TRU/USDT,0.1366,2024-07-20 21:12:47,0.14,2024-07-21 01:27:23,0.1372,2024-07-20 20:00:00,2.64,2.19,Profit Reached,2,2024-07-21 01:27:23
QNT/USDT,76.0,2024-07-20 21:13:40,75.0,2024-07-21 20:00:00,76.1,2024-07-20 20:00:00,-1.32,-1.45,Candles Exceeded,7,2024-07-21 20:00:00
PIXEL/USDT,0.2292,2024-07-20 21:16:50,0.22,2024-07-21 20:00:00,0.2293,2024-07-20 20:00:00,-3.75,-3.79,Candles Exceeded,7,2024-07-21 20:00:00
FXS/USDT,2.588,2024-07-21 00:05:20,2.57,2024-07-22 00:00:05,2.596,2024-07-21 00:00:00,-0.73,-1.04,Candles Exceeded,7,2024-07-22 00:00:05
METIS/USDT,49.84,2024-07-21 00:07:37,50.03,2024-07-22 00:00:05,49.85,2024-07-21 00:00:00,0.38,0.36,Candles Exceeded,7,2024-07-22 00:00:05
REZ/USDT,0.0736,2024-07-21 00:07:49,0.08,2024-07-21 03:02:25,0.0738,2024-07-21 00:00:00,2.31,2.03,Profit Reached,1,2024-07-21 03:02:25
ZK/USDT,0.1893,2024-07-21 00:07:54,0.19,2024-07-21 03:02:44,0.1897,2024-07-21 00:00:00,2.8,2.58,Profit Reached,1,2024-07-21 03:02:44
THETA/USDT,1.629,2024-07-21 00:35:54,1.67,2024-07-21 22:04:12,1.637,2024-07-21 00:00:00,2.52,2.02,Profit Reached,6,2024-07-21 22:04:12
ZEN/USDT,12.85,2024-07-21 00:37:08,12.11,2024-07-22 00:00:05,12.86,2024-07-21 00:00:00,-5.76,-5.83,Candles Exceeded,7,2024-07-22 00:00:05
RDNT/USDT,0.1025,2024-07-21 00:41:45,0.1,2024-07-21 22:04:30,0.1026,2024-07-21 00:00:00,2.15,2.05,Profit Reached,6,2024-07-21 22:04:30
ENS/USDT,26.44,2024-07-21 00:48:56,27.01,2024-07-21 21:59:59,26.48,2024-07-21 00:00:00,2.16,2.0,Profit Reached,6,2024-07-21 21:59:59
OMNI/USDT,13.98,2024-07-21 00:51:42,13.87,2024-07-22 00:00:05,14.01,2024-07-21 00:00:00,-0.79,-1.0,Candles Exceeded,7,2024-07-22 00:00:05
FTT/USDT,1.4128,2024-07-21 00:54:09,1.43,2024-07-22 00:00:05,1.4167,2024-07-21 00:00:00,1.3,1.02,Candles Exceeded,7,2024-07-22 00:00:05
DODO/USDT,0.1266,2024-07-21 00:56:02,0.13,2024-07-21 17:01:22,0.1269,2024-07-21 00:00:00,2.29,2.05,Profit Reached,5,2024-07-21 17:01:22
DENT/USDT,0.001016,2024-07-21 04:06:06,0.0,2024-07-22 04:00:19,0.001019,2024-07-21 04:00:00,0.98,0.69,Candles Exceeded,7,2024-07-22 04:00:19
CVC/USDT,0.1107,2024-07-21 04:06:12,0.11,2024-07-22 04:00:19,0.1109,2024-07-21 04:00:00,-1.63,-1.8,Candles Exceeded,7,2024-07-22 04:00:19
TRU/USDT,0.1418,2024-07-21 04:08:24,0.14,2024-07-22 04:00:19,0.1426,2024-07-21 04:00:00,-2.4,-2.95,Candles Exceeded,7,2024-07-22 04:00:19
ENA/USDT,0.491,2024-07-21 04:12:49,0.48,2024-07-22 04:00:00,0.492,2024-07-21 04:00:00,-1.63,-1.83,Candles Exceeded,7,2024-07-22 04:00:00
CTK/USDT,0.6908,2024-07-21 04:16:47,0.66,2024-07-22 04:00:19,0.6919,2024-07-21 04:00:00,-3.84,-3.99,Candles Exceeded,7,2024-07-22 04:00:19
REZ/USDT,0.0752,2024-07-21 04:39:00,0.07,2024-07-22 04:00:00,0.0753,2024-07-21 04:00:00,-2.26,-2.39,Candles Exceeded,7,2024-07-22 04:00:00
CAKE/USDT,2.06,2024-07-21 04:52:04,2.11,2024-07-22 02:54:56,2.062,2024-07-21 04:00:00,2.38,2.28,Profit Reached,6,2024-07-22 02:54:56
LISTA/USDT,0.5975,2024-07-21 08:08:03,0.58,2024-07-22 08:00:04,0.5987,2024-07-21 08:00:00,-3.51,-3.71,Candles Exceeded,7,2024-07-22 08:00:04
UMA/USDT,2.395,2024-07-21 08:20:17,2.45,2024-07-21 19:12:02,2.398,2024-07-21 08:00:00,2.17,2.04,Profit Reached,3,2024-07-21 19:12:02
CKB/USDT,0.012038,2024-07-21 10:32:43,0.01,2024-07-21 19:58:38,0.012045,2024-07-21 08:00:00,2.37,2.31,Profit Reached,3,2024-07-21 19:58:38
BOME/USDT,0.009055,2024-07-21 11:47:09,0.01,2024-07-21 16:56:32,0.009056,2024-07-21 08:00:00,2.04,2.03,Profit Reached,3,2024-07-21 16:56:32
SKL/USDT,0.0515,2024-07-21 12:08:54,0.05,2024-07-21 22:09:01,0.0516,2024-07-21 12:00:00,2.21,2.02,Profit Reached,3,2024-07-21 22:09:01
MLN/USDT,19.32,2024-07-21 12:18:55,19.78,2024-07-21 16:48:18,19.34,2024-07-21 12:00:00,2.38,2.28,Profit Reached,2,2024-07-21 16:48:18
ARB/USDT,0.777,2024-07-21 12:21:29,0.79,2024-07-21 20:26:57,0.7778,2024-07-21 12:00:00,2.11,2.01,Profit Reached,3,2024-07-21 20:26:57
TNSR/USDT,0.5663,2024-07-21 12:22:41,0.58,2024-07-22 00:30:23,0.5692,2024-07-21 12:00:00,2.53,2.0,Profit Reached,4,2024-07-22 00:30:23
VITE/USDT,0.01535,2024-07-21 12:25:12,0.02,2024-07-21 20:47:09,0.01536,2024-07-21 12:00:00,2.08,2.02,Profit Reached,3,2024-07-21 20:47:09
ETHFI/USDT,2.401,2024-07-21 12:40:12,2.46,2024-07-21 21:36:44,2.403,2024-07-21 12:00:00,2.29,2.21,Profit Reached,3,2024-07-21 21:36:44
XRP/USDT,0.5821,2024-07-21 12:50:19,0.59,2024-07-21 20:21:44,0.5822,2024-07-21 12:00:00,2.13,2.11,Profit Reached,3,2024-07-21 20:21:44
AR/USDT,34.651,2024-07-21 12:53:53,32.64,2024-07-22 12:00:06,34.692,2024-07-21 12:00:00,-5.8,-5.91,Candles Exceeded,7,2024-07-22 12:00:06
RAY/USDT,2.4591,2024-07-21 12:54:15,2.51,2024-07-21 15:07:10,2.4592,2024-07-21 12:00:00,2.09,2.08,Profit Reached,1,2024-07-21 15:07:10
PORTAL/USDT,0.4417,2024-07-21 16:00:58,0.45,2024-07-21 22:02:09,0.4425,2024-07-21 16:00:00,2.26,2.08,Profit Reached,2,2024-07-21 22:02:09
HIVE/USDT,0.2296,2024-07-21 16:03:53,0.22,2024-07-22 16:00:19,0.2298,2024-07-21 16:00:00,-3.05,-3.13,Candles Exceeded,7,2024-07-22 16:00:19
OG/USDT,3.309,2024-07-21 16:05:18,3.39,2024-07-22 00:08:49,3.318,2024-07-21 16:00:00,2.33,2.05,Profit Reached,3,2024-07-22 00:08:49
OM/USDT,1.3393,2024-07-21 16:05:34,1.37,2024-07-21 22:07:06,1.3421,2024-07-21 16:00:00,2.31,2.1,Profit Reached,2,2024-07-21 22:07:06
BURGER/USDT,0.4191,2024-07-21 16:05:53,0.41,2024-07-22 16:00:19,0.4195,2024-07-21 16:00:00,-1.38,-1.48,Candles Exceeded,7,2024-07-22 16:00:19
QKC/USDT,0.008194,2024-07-21 16:08:39,0.01,2024-07-22 16:00:19,0.008211,2024-07-21 16:00:00,-3.73,-3.93,Candles Exceeded,7,2024-07-22 16:00:19
BLUR/USDT,0.2091,2024-07-21 16:09:22,0.21,2024-07-21 21:32:23,0.2092,2024-07-21 16:00:00,2.06,2.01,Profit Reached,2,2024-07-21 21:32:23
ZRO/USDT,5.093,2024-07-21 16:10:01,5.22,2024-07-21 20:08:10,5.116,2024-07-21 16:00:00,2.49,2.03,Profit Reached,2,2024-07-21 20:08:10
MDX/USDT,0.03156,2024-07-21 16:14:41,0.03,2024-07-21 16:20:42,0.03181,2024-07-21 16:00:00,3.33,2.51,Profit Reached,1,2024-07-21 16:20:42
POLS/USDT,0.3181,2024-07-21 17:23:51,0.0,,0.3188,2024-07-21 16:00:00,-3.21,-3.42,,3,2024-07-27 18:04:34
MDX/USDT,0.03168,2024-07-21 17:49:52,0.03,2024-07-22 02:55:56,0.03181,2024-07-21 16:00:00,3.25,2.83,Profit Reached,3,2024-07-22 02:55:56
BOME/USDT,0.00897,2024-07-21 17:53:41,0.01,2024-07-21 20:21:44,0.009125,2024-07-21 16:00:00,4.16,2.39,Profit Reached,2,2024-07-21 20:21:44
MLN/USDT,19.25,2024-07-21 18:07:22,19.67,2024-07-21 20:13:16,19.28,2024-07-21 16:00:00,2.18,2.02,Profit Reached,2,2024-07-21 20:13:16
WLD/USDT,2.471,2024-07-21 20:02:22,2.52,2024-07-21 20:33:34,2.474,2024-07-21 20:00:00,2.14,2.02,Profit Reached,1,2024-07-21 20:33:34
NTRN/USDT,0.5117,2024-07-21 20:02:34,0.52,2024-07-21 22:00:58,0.5134,2024-07-21 20:00:00,2.4,2.06,Profit Reached,1,2024-07-21 22:00:58
PYTH/USDT,0.3578,2024-07-21 20:02:59,0.37,2024-07-21 20:29:29,0.3586,2024-07-21 20:00:00,2.4,2.18,Profit Reached,1,2024-07-21 20:29:29
IOTX/USDT,0.05173,2024-07-21 20:05:37,0.05,2024-07-22 20:00:25,0.05192,2024-07-21 20:00:00,-2.98,-3.33,Candles Exceeded,7,2024-07-22 20:00:25
LPT/USDT,16.427,2024-07-21 20:08:07,16.77,2024-07-21 20:18:23,16.439,2024-07-21 20:00:00,2.08,2.01,Profit Reached,1,2024-07-21 20:18:23
DOCK/USDT,0.00494,2024-07-21 20:31:33,0.0,,0.005,2024-07-21 20:00:00,-21.05,-22.0,,2,2024-07-27 18:04:34
ZRO/USDT,5.17,2024-07-21 20:47:12,5.28,2024-07-22 02:06:07,5.178,2024-07-21 20:00:00,2.19,2.03,Profit Reached,2,2024-07-22 02:06:07
BSW/USDT,0.0659,2024-07-22 00:02:03,0.06,2024-07-23 00:00:16,0.066,2024-07-22 00:00:00,-3.34,-3.48,Candles Exceeded,7,2024-07-23 00:00:16
STMX/USDT,0.005422,2024-07-22 01:01:42,0.01,2024-07-22 13:24:35,0.005438,2024-07-22 00:00:00,2.93,2.63,Profit Reached,4,2024-07-22 13:24:35
ZRO/USDT,5.169,2024-07-22 02:20:32,5.35,2024-07-22 11:31:34,5.225,2024-07-22 00:00:00,3.44,2.33,Profit Reached,3,2024-07-22 11:31:34
PORTAL/USDT,0.4513,2024-07-22 04:00:24,0.42,2024-07-23 04:00:21,0.4518,2024-07-22 04:00:00,-6.23,-6.33,Candles Exceeded,7,2024-07-23 04:00:21
DENT/USDT,0.001024,2024-07-22 04:02:48,0.0,2024-07-23 04:00:21,0.001027,2024-07-22 04:00:00,-3.22,-3.51,Candles Exceeded,7,2024-07-23 04:00:21
XTZ/USDT,0.797,2024-07-22 04:02:57,0.78,2024-07-23 04:00:21,0.798,2024-07-22 04:00:00,-2.51,-2.63,Candles Exceeded,7,2024-07-23 04:00:21
ARDR/USDT,0.07326,2024-07-22 04:03:33,0.07,2024-07-23 04:00:21,0.07328,2024-07-22 04:00:00,-2.93,-2.96,Candles Exceeded,7,2024-07-23 04:00:21
FLM/USDT,0.0714,2024-07-22 04:04:29,0.07,2024-07-23 04:00:21,0.0715,2024-07-22 04:00:00,-0.7,-0.84,Candles Exceeded,7,2024-07-23 04:00:21
CTK/USDT,0.6627,2024-07-22 04:04:43,0.68,2024-07-22 08:23:10,0.6643,2024-07-22 04:00:00,2.28,2.03,Profit Reached,2,2024-07-22 08:23:10
STG/USDT,0.4088,2024-07-22 04:07:59,0.39,2024-07-23 04:00:21,0.4104,2024-07-22 04:00:00,-4.26,-4.63,Candles Exceeded,7,2024-07-23 04:00:21
RPL/USDT,18.3,2024-07-22 04:08:14,17.88,2024-07-23 04:00:21,18.33,2024-07-22 04:00:00,-2.3,-2.45,Candles Exceeded,7,2024-07-23 04:00:21
SSV/USDT,34.18,2024-07-22 04:08:20,33.55,2024-07-23 04:00:21,34.23,2024-07-22 04:00:00,-1.84,-1.99,Candles Exceeded,7,2024-07-23 04:00:21
AMB/USDT,0.00677,2024-07-22 04:08:24,0.01,2024-07-23 04:00:21,0.00679,2024-07-22 04:00:00,-4.58,-4.86,Candles Exceeded,7,2024-07-23 04:00:21
MAV/USDT,0.2325,2024-07-22 04:08:50,0.22,2024-07-23 04:00:21,0.2326,2024-07-22 04:00:00,-5.98,-6.02,Candles Exceeded,7,2024-07-23 04:00:21
NTRN/USDT,0.5273,2024-07-22 04:09:06,0.5,2024-07-23 04:00:21,0.5307,2024-07-22 04:00:00,-4.61,-5.22,Candles Exceeded,7,2024-07-23 04:00:21
JTO/USDT,2.781,2024-07-22 04:27:21,2.67,2024-07-23 04:00:21,2.783,2024-07-22 04:00:00,-4.03,-4.1,Candles Exceeded,7,2024-07-23 04:00:21
PYTH/USDT,0.3658,2024-07-22 04:27:34,0.35,2024-07-23 04:00:21,0.3669,2024-07-22 04:00:00,-4.26,-4.55,Candles Exceeded,7,2024-07-23 04:00:21
ARB/USDT,0.7886,2024-07-22 04:35:38,0.78,2024-07-23 04:00:21,0.7896,2024-07-22 04:00:00,-0.84,-0.96,Candles Exceeded,7,2024-07-23 04:00:21
AST/USDT,0.0964,2024-07-22 04:35:51,0.09,2024-07-23 04:00:21,0.0967,2024-07-22 04:00:00,-4.77,-5.07,Candles Exceeded,7,2024-07-23 04:00:21
GAS/USDT,3.939,2024-07-22 04:44:29,3.85,2024-07-23 04:00:21,3.941,2024-07-22 04:00:00,-2.34,-2.39,Candles Exceeded,7,2024-07-23 04:00:21
WLD/USDT,2.49,2024-07-22 05:20:22,2.36,2024-07-23 04:00:21,2.493,2024-07-22 04:00:00,-5.26,-5.38,Candles Exceeded,7,2024-07-23 04:00:21
HOT/USDT,0.001841,2024-07-22 08:00:34,0.0,2024-07-22 12:23:36,0.001844,2024-07-22 08:00:00,2.17,2.01,Profit Reached,2,2024-07-22 12:23:36
DUSK/USDT,0.2747,2024-07-22 08:00:58,0.25,2024-07-23 08:00:07,0.2749,2024-07-22 08:00:00,-9.06,-9.13,Candles Exceeded,7,2024-07-23 08:00:07
CHZ/USDT,0.0726,2024-07-22 08:01:10,0.07,2024-07-23 08:00:07,0.0727,2024-07-22 08:00:00,-2.89,-3.03,Candles Exceeded,7,2024-07-23 08:00:07
XVS/USDT,7.32,2024-07-22 08:02:45,7.03,2024-07-23 08:00:07,7.34,2024-07-22 08:00:00,-3.96,-4.22,Candles Exceeded,7,2024-07-23 08:00:07
SKL/USDT,0.05053,2024-07-22 08:03:04,0.05,2024-07-23 08:00:07,0.05072,2024-07-22 08:00:00,-4.24,-4.59,Candles Exceeded,7,2024-07-23 08:00:07
MINA/USDT,0.5669,2024-07-22 08:04:17,0.58,2024-07-22 20:23:17,0.5679,2024-07-22 08:00:00,2.4,2.22,Profit Reached,4,2024-07-22 20:23:17
YGG/USDT,0.5067,2024-07-22 08:04:43,0.52,2024-07-22 10:28:06,0.508,2024-07-22 08:00:00,2.27,2.01,Profit Reached,1,2024-07-22 10:28:06
FRONT/USDT,0.938,2024-07-22 08:04:48,0.9,2024-07-23 08:00:07,0.941,2024-07-22 08:00:00,-4.37,-4.68,Candles Exceeded,7,2024-07-23 08:00:07
AUCTION/USDT,15.77,2024-07-22 08:05:00,16.15,2024-07-22 12:20:02,15.82,2024-07-22 08:00:00,2.41,2.09,Profit Reached,2,2024-07-22 12:20:02
MOVR/USDT,11.59,2024-07-22 08:05:05,11.84,2024-07-22 10:28:06,11.609,2024-07-22 08:00:00,2.17,2.01,Profit Reached,1,2024-07-22 10:28:06
PEOPLE/USDT,0.08178,2024-07-22 08:05:32,0.08,2024-07-22 11:33:19,0.0821,2024-07-22 08:00:00,2.48,2.08,Profit Reached,1,2024-07-22 11:33:19
IMX/USDT,1.586,2024-07-22 08:05:38,1.62,2024-07-22 12:26:48,1.592,2024-07-22 08:00:00,2.4,2.01,Profit Reached,2,2024-07-22 12:26:48
MAGIC/USDT,0.5258,2024-07-22 08:06:20,0.54,2024-07-22 11:54:00,0.5272,2024-07-22 08:00:00,2.28,2.01,Profit Reached,1,2024-07-22 11:54:00
AI/USDT,0.596,2024-07-22 08:07:23,0.61,2024-07-22 12:01:07,0.597,2024-07-22 08:00:00,2.18,2.01,Profit Reached,2,2024-07-22 12:01:07
XAI/USDT,0.3608,2024-07-22 08:07:24,0.37,2024-07-22 11:32:58,0.3617,2024-07-22 08:00:00,2.33,2.07,Profit Reached,1,2024-07-22 11:32:58
STRK/USDT,0.586,2024-07-22 08:07:34,0.6,2024-07-22 11:57:24,0.588,2024-07-22 08:00:00,2.39,2.04,Profit Reached,1,2024-07-22 11:57:24
TFUEL/USDT,0.0717,2024-07-22 08:09:45,0.07,2024-07-23 08:00:07,0.07179,2024-07-22 08:00:00,-3.29,-3.41,Candles Exceeded,7,2024-07-23 08:00:07
IO/USDT,2.877,2024-07-22 08:16:32,2.94,2024-07-22 10:02:03,2.878,2024-07-22 08:00:00,2.19,2.15,Profit Reached,1,2024-07-22 10:02:03
